docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",French Massif central,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Blockstream,Blockstream,Q24909896,,,context,context,no,100.0,110.0,Q167037,corporation
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > region > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > physical object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > region,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > natural environment,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geomorphological unit,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographic location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geomorphological unit > natural geographic object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > geographic entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > concrete object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > physical location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographic location > geographic entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographic location > physical location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > material > substance,exact_label,exact_label,no,100.0,50.0,,
